,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Genes
ZNF677,2.94E-07,0.57351125,0.087,0.072,0.00522861,ZNF677
NRG2,2.97E-07,-0.943016085,0.01,0.017,0.005277341,NRG2
NEIL2,3.03E-07,0.422528183,0.131,0.115,0.005387664,NEIL2
SRCIN1,3.05E-07,0.677701848,0.047,0.037,0.005424282,SRCIN1
TRIB3,3.07E-07,0.364707224,0.165,0.148,0.005449427,TRIB3
STARD7,3.08E-07,0.294388703,0.326,0.313,0.00546575,STARD7
SLC4A10,3.11E-07,0.605024266,0.021,0.014,0.005524045,SLC4A10
RIMBP2,3.12E-07,0.600382038,0.017,0.011,0.00554624,RIMBP2
FAM227B,3.14E-07,0.497398106,0.017,0.011,0.005581733,FAM227B
FOXJ3,3.22E-07,0.333219948,0.288,0.275,0.005725942,FOXJ3
MYLIP,3.29E-07,0.48427293,0.125,0.11,0.005852296,MYLIP
SMIM17,3.33E-07,0.920329265,0.013,0.008,0.005914914,SMIM17
STRA6,3.40E-07,0.219872172,0.265,0.247,0.006037997,STRA6
FOXO4,3.40E-07,0.435088335,0.198,0.182,0.006038259,FOXO4
CNRIP1,3.42E-07,0.342825606,0.121,0.105,0.00608241,CNRIP1
DNAI1,3.44E-07,1.177492592,0.01,0.006,0.006115223,DNAI1
WDPCP,3.49E-07,0.563893873,0.066,0.054,0.006202081,WDPCP
FOXD4,3.50E-07,-1.050282186,0.006,0.012,0.006226197,FOXD4
UPK3A,3.58E-07,-0.406713201,0.005,0.011,0.006353063,UPK3A
ZNF669,3.58E-07,-0.535198646,0.021,0.031,0.006361206,ZNF669
CHRDL1,3.64E-07,0.812401559,0.029,0.02,0.006457528,CHRDL1
SCRN1,3.69E-07,0.309785471,0.331,0.32,0.006549713,SCRN1
HMCES,3.70E-07,0.29044467,0.225,0.208,0.006574627,HMCES
TBXA2R,3.71E-07,-0.388014454,0.03,0.041,0.006597498,TBXA2R
ZNF10,3.74E-07,0.482586252,0.102,0.087,0.00665133,ZNF10
AP1M2,3.81E-07,0.280751477,0.42,0.413,0.006776619,AP1M2
MACC1,3.85E-07,0.338018962,0.359,0.353,0.006830994,MACC1
CPSF7,3.98E-07,0.242678969,0.388,0.38,0.007064193,CPSF7
KIF9,3.98E-07,0.397231858,0.15,0.133,0.007070128,KIF9
SPATA33,4.07E-07,0.253346071,0.201,0.183,0.007237865,SPATA33
TMEM145,4.09E-07,1.169152107,0.014,0.009,0.007262935,TMEM145
PADI3,4.12E-07,-0.581014175,0.019,0.028,0.007318612,PADI3
SLC30A8,4.12E-07,-0.256126915,0.082,0.067,0.007324354,SLC30A8
SERPINI1,4.16E-07,-0.36582031,0.041,0.054,0.007381935,SERPINI1
NFYB,4.19E-07,0.44321696,0.031,0.022,0.007450259,NFYB
COL4A5,4.20E-07,0.241475284,0.168,0.148,0.007465512,COL4A5
SLCO5A1,4.22E-07,-0.263562544,0.027,0.037,0.007505058,SLCO5A1
TRAJ57,4.23E-07,-0.951490128,0.01,0.017,0.007519952,TRAJ57
ADORA2A,4.27E-07,-0.206970719,0.036,0.047,0.00758748,ADORA2A
TEK,4.28E-07,-0.571314518,0.017,0.025,0.007606736,TEK
CCL8,4.29E-07,-0.864336277,0.008,0.014,0.007625599,CCL8
ZNF614,4.36E-07,0.491444408,0.106,0.092,0.007752333,ZNF614
DUSP26,4.46E-07,0.763895578,0.015,0.009,0.00793145,DUSP26
CFAP70,4.59E-07,0.33964157,0.042,0.032,0.008156934,CFAP70
TRAT1,4.62E-07,-0.425808353,0.021,0.031,0.008211378,TRAT1
GVQW3,4.66E-07,0.584475128,0.024,0.016,0.008274016,GVQW3
OR6A2,4.72E-07,-0.763370463,0.006,0.012,0.008387497,OR6A2
FSTL5,4.77E-07,0.777077389,0.013,0.007,0.008468238,FSTL5
KYAT3,4.84E-07,0.317479113,0.28,0.266,0.008599997,KYAT3
ACACB,4.90E-07,0.326438939,0.153,0.136,0.008708102,ACACB
DCAF11,4.95E-07,0.239869328,0.417,0.415,0.008801265,DCAF11
PPP4R4,5.01E-07,-0.370423696,0.021,0.031,0.008900137,PPP4R4
ERCC4,5.03E-07,0.563205835,0.066,0.054,0.008932886,ERCC4
ZNF48,5.03E-07,0.613383027,0.075,0.063,0.008942354,ZNF48
SGK1,5.07E-07,0.265605048,0.536,0.545,0.009004158,SGK1
DNASE1L3,5.07E-07,-0.553344456,0.021,0.031,0.009013375,DNASE1L3
CD300A,5.12E-07,0.430907072,0.181,0.165,0.009091646,CD300A
PEX2,5.13E-07,0.238222109,0.464,0.466,0.009107756,PEX2
PFKM,5.13E-07,0.252697908,0.35,0.339,0.009114198,PFKM
PLEKHA1,5.17E-07,0.244037957,0.481,0.482,0.009183549,PLEKHA1
OXCT2,5.18E-07,-0.366765487,0.035,0.046,0.009195994,OXCT2
KCND1,5.20E-07,0.362500886,0.081,0.067,0.009237209,KCND1
CYP2D6,5.21E-07,0.517664369,0.023,0.015,0.009253702,CYP2D6
TNFRSF13B,5.21E-07,-1.039641941,0.006,0.011,0.009257463,TNFRSF13B
DENND6A,5.24E-07,0.270019008,0.404,0.399,0.009311532,DENND6A
BLID,5.27E-07,-0.310697464,0.056,0.07,0.009364927,BLID
VASN,5.29E-07,0.350404933,0.241,0.226,0.009390069,VASN
RWDD3,5.36E-07,0.351806526,0.11,0.094,0.009528859,RWDD3
ZNF510,5.41E-07,0.507630489,0.08,0.066,0.009616602,ZNF510
PHF14,5.46E-07,0.37850951,0.204,0.189,0.009695818,PHF14
C2CD4C,5.58E-07,1.009638618,0.025,0.018,0.0099203,C2CD4C
ZNF286A,5.62E-07,0.424183597,0.089,0.075,0.009990975,ZNF286A
GRIA4,5.67E-07,0.493573569,0.019,0.013,0.010075735,GRIA4
PUDP,5.69E-07,0.51911995,0.076,0.063,0.010114653,PUDP
PCDHGC4,5.75E-07,-0.257809952,0.097,0.114,0.010221283,PCDHGC4
APOC4,5.85E-07,-0.884814427,0.005,0.01,0.010390823,APOC4
ADRA2A,5.93E-07,0.261247061,0.17,0.152,0.010535007,ADRA2A
EMX1,6.04E-07,-0.886813375,0.007,0.013,0.010722888,EMX1
PIP5K1C,6.18E-07,0.28459362,0.347,0.335,0.010975752,PIP5K1C
CNPY4,6.36E-07,0.341074575,0.191,0.175,0.011303145,CNPY4
ELFN2,6.46E-07,0.483387737,0.053,0.042,0.011475173,ELFN2
FGF10,6.56E-07,0.824117385,0.013,0.008,0.011649908,FGF10
ZNF213,6.59E-07,0.42649206,0.141,0.125,0.011708472,ZNF213
FAM110D,6.70E-07,-1.0013024,0.009,0.015,0.01189524,FAM110D
EML5,6.82E-07,0.697573972,0.027,0.019,0.012120594,EML5
STPG2,6.85E-07,-0.314766395,0.037,0.048,0.012175543,STPG2
CP,6.95E-07,-0.631668781,0.263,0.227,0.012342021,CP
DLG2,7.13E-07,0.576944983,0.03,0.021,0.012670306,DLG2
TCF15,7.15E-07,-1.017224527,0.005,0.01,0.012705514,TCF15
NSD2,7.16E-07,0.245928299,0.418,0.418,0.012714206,NSD2
TMPRSS11E,7.39E-07,-0.867218239,0.007,0.013,0.01313293,TMPRSS11E
YLPM1,7.43E-07,0.36111179,0.232,0.216,0.013197338,YLPM1
IGFL1,7.43E-07,-0.941639334,0.006,0.011,0.013205705,IGFL1
RFX2,7.45E-07,0.33578694,0.144,0.127,0.013236666,RFX2
PDZD3,7.60E-07,0.371669497,0.067,0.055,0.01350156,PDZD3
PUM2,7.66E-07,0.230446426,0.396,0.388,0.013613868,PUM2
KCNH8,7.67E-07,0.467170855,0.051,0.04,0.013619837,KCNH8
MND1,7.71E-07,-0.305251639,0.041,0.053,0.013703897,MND1
RCBTB1,7.74E-07,0.431727099,0.215,0.2,0.013755367,RCBTB1
ZBTB38,7.75E-07,0.206634341,0.425,0.421,0.013770058,ZBTB38
HOXA6,7.81E-07,-0.235072092,0.017,0.026,0.013880547,HOXA6
ATP7A,7.86E-07,0.462731021,0.111,0.097,0.013953854,ATP7A
CARD6,8.02E-07,-0.229515685,0.128,0.147,0.014244703,CARD6
CDC42BPG,8.24E-07,0.297581102,0.263,0.25,0.014634298,CDC42BPG
CAP2,8.30E-07,0.355581797,0.081,0.068,0.014743806,CAP2
ZSCAN26,8.31E-07,0.449725265,0.094,0.08,0.014766039,ZSCAN26
BRIX1,8.39E-07,0.294850424,0.337,0.329,0.014896974,BRIX1
AMT,8.74E-07,0.296275431,0.231,0.216,0.015529685,AMT
BABAM2,8.85E-07,0.382029824,0.262,0.248,0.015712584,BABAM2
AP4B1,8.90E-07,0.272084017,0.299,0.285,0.01581311,AP4B1
GIMAP7,8.92E-07,-0.229296258,0.019,0.028,0.015852509,GIMAP7
ZBTB34,8.98E-07,0.429118327,0.128,0.113,0.015958028,ZBTB34
PCDHGA5,9.42E-07,0.517755621,0.065,0.053,0.016733813,PCDHGA5
TIAM2,9.51E-07,-0.377548951,0.029,0.039,0.016887264,TIAM2
STC2,9.52E-07,0.421811661,0.135,0.119,0.01691728,STC2
ESD,9.65E-07,0.201638831,0.546,0.555,0.017143815,ESD
FCRLA,9.70E-07,-0.90424166,0.007,0.013,0.017239793,FCRLA
TDRP,9.77E-07,0.297201507,0.107,0.092,0.017355031,TDRP
DGCR8,9.96E-07,0.2423689,0.354,0.345,0.017695972,DGCR8
PEAK1,1.00E-06,0.279687543,0.242,0.225,0.017843431,PEAK1
CUL3,1.02E-06,0.299350841,0.413,0.41,0.018115253,CUL3
SMC5,1.02E-06,0.214003627,0.402,0.397,0.018202261,SMC5
LETM1,1.04E-06,0.235693412,0.333,0.326,0.018468537,LETM1
ADCY2,1.04E-06,0.523725893,0.026,0.018,0.018472194,ADCY2
AHRR,1.06E-06,0.461476953,0.073,0.06,0.018773656,AHRR
C20orf27,1.10E-06,0.622115056,0.071,0.059,0.019592544,C20orf27
TRAJ4,1.12E-06,-0.468823782,0.023,0.033,0.019838126,TRAJ4
ARL6,1.13E-06,0.421190924,0.107,0.092,0.020055196,ARL6
DHX30,1.14E-06,0.221802462,0.442,0.439,0.020173602,DHX30
WSCD1,1.14E-06,-0.740661157,0.014,0.022,0.020242121,WSCD1
ZNF354B,1.15E-06,0.322491595,0.041,0.031,0.020368443,ZNF354B
NDUFB9,1.15E-06,0.201970377,0.586,0.6,0.02044228,NDUFB9
MEF2C,1.16E-06,0.24921795,0.075,0.062,0.02066713,MEF2C
FEV,1.17E-06,-1.130655967,0.01,0.017,0.02082925,FEV
PHC2,1.17E-06,0.217781291,0.446,0.443,0.020848807,PHC2
SRSF4,1.18E-06,0.203492727,0.419,0.415,0.020896674,SRSF4
ADAMTSL4,1.20E-06,0.300571026,0.167,0.15,0.021302143,ADAMTSL4
TIMM21,1.20E-06,0.433920638,0.133,0.117,0.02135667,TIMM21
ABHD8,1.24E-06,0.441632144,0.177,0.162,0.02202379,ABHD8
TRIM32,1.25E-06,0.301179057,0.181,0.164,0.022291236,TRIM32
KIF26A,1.27E-06,-0.772230387,0.008,0.014,0.022562489,KIF26A
ANKDD1B,1.28E-06,-0.444511006,0.044,0.056,0.022715135,ANKDD1B
NKX6-2,1.28E-06,0.4091161,0.032,0.024,0.022768414,NKX6-2
IGHM,1.29E-06,0.458837048,0.459,0.499,0.02284602,IGHM
OTUD5,1.29E-06,0.221398135,0.402,0.396,0.022978216,OTUD5
HNF4A,1.30E-06,-0.249190339,0.321,0.342,0.023015339,HNF4A
PHYHIP,1.31E-06,0.383126089,0.061,0.05,0.023340193,PHYHIP
TRAJ43,1.32E-06,-0.568464523,0.023,0.032,0.023488439,TRAJ43
POGLUT2,1.38E-06,-0.215361965,0.088,0.105,0.024540202,POGLUT2
SIRT3,1.39E-06,0.399250804,0.123,0.108,0.024685736,SIRT3
ZNF524,1.40E-06,0.356081382,0.177,0.161,0.024864211,ZNF524
LY9,1.41E-06,0.298307171,0.048,0.037,0.025024972,LY9
PRMT9,1.41E-06,0.464405061,0.061,0.049,0.025056643,PRMT9
GPAM,1.42E-06,-0.205727861,0.062,0.076,0.025139843,GPAM
VAMP1,1.42E-06,0.408039871,0.132,0.116,0.025204901,VAMP1
DOCK7,1.45E-06,0.341268098,0.175,0.158,0.025717895,DOCK7
TRIM15,1.45E-06,-0.404658084,0.111,0.127,0.025724078,TRIM15
INHBB,1.45E-06,-0.417294916,0.016,0.024,0.025832866,INHBB
NRK,1.46E-06,0.704563168,0.032,0.024,0.026004925,NRK
CSKMT,1.47E-06,-0.349411257,0.037,0.048,0.026047397,CSKMT
FASLG,1.48E-06,-0.917191625,0.008,0.014,0.026303055,FASLG
LCORL,1.51E-06,0.338487596,0.211,0.197,0.026779463,LCORL
LCA5,1.52E-06,0.57583893,0.049,0.039,0.02699589,LCA5
LILRA1,1.52E-06,0.699548052,0.014,0.009,0.027016091,LILRA1
SETMAR,1.53E-06,0.514853055,0.088,0.075,0.027203268,SETMAR
FIZ1,1.54E-06,0.403515414,0.094,0.08,0.027354028,FIZ1
CYP39A1,1.55E-06,0.462277748,0.037,0.028,0.027611207,CYP39A1
RNF19A,1.57E-06,0.240036468,0.263,0.245,0.027958318,RNF19A
CCDC17,1.58E-06,0.466363213,0.047,0.037,0.028136149,CCDC17
VILL,1.62E-06,0.252778437,0.553,0.562,0.028732755,VILL
PYGO1,1.63E-06,0.549750866,0.05,0.04,0.029030326,PYGO1
GTF2A1,1.66E-06,0.287885032,0.317,0.308,0.029546357,GTF2A1
FGL1,1.67E-06,-1.137690605,0.005,0.01,0.029715131,FGL1
CCDC120,1.68E-06,0.33440854,0.229,0.216,0.02982614,CCDC120
TNRC6C,1.68E-06,0.421126438,0.129,0.114,0.029848427,TNRC6C
GSR,1.69E-06,0.200377948,0.387,0.381,0.030077715,GSR
PPP1R3F,1.70E-06,0.327788549,0.052,0.041,0.030130943,PPP1R3F
PIK3C2A,1.71E-06,0.275275145,0.36,0.354,0.030453482,PIK3C2A
SCN2B,1.76E-06,0.728207277,0.023,0.016,0.031300535,SCN2B
GPKOW,1.80E-06,0.339888529,0.205,0.19,0.03191518,GPKOW
STK31,1.81E-06,-0.724194557,0.009,0.015,0.032164748,STK31
ELAVL4,1.81E-06,0.243895645,0.019,0.013,0.032185,ELAVL4
CDIP1,1.83E-06,0.305544199,0.185,0.168,0.032464125,CDIP1
RNF139,1.85E-06,0.290492903,0.317,0.308,0.03280351,RNF139
APOBEC3H,1.90E-06,-0.772372879,0.017,0.025,0.033698254,APOBEC3H
TRAV12-3,1.91E-06,-0.775407925,0.005,0.01,0.03393285,TRAV12-3
PRRX2,1.92E-06,-0.22401323,0.045,0.057,0.034142976,PRRX2
FZD1,1.93E-06,0.361867075,0.154,0.138,0.034365866,FZD1
ZDHHC15,1.94E-06,0.748929898,0.032,0.024,0.034437802,ZDHHC15
PFDN6,1.94E-06,0.200436992,0.438,0.437,0.034526071,PFDN6
ABCA12,1.98E-06,0.230364279,0.09,0.076,0.035150319,ABCA12
LIN54,2.01E-06,0.476103111,0.071,0.058,0.035764825,LIN54
STK3,2.01E-06,0.333384059,0.186,0.169,0.035788013,STK3
ABCA6,2.04E-06,0.288300784,0.069,0.057,0.03622588,ABCA6
SLC35E2B,2.04E-06,0.285961711,0.289,0.276,0.036242965,SLC35E2B
TMEM67,2.05E-06,0.427859505,0.082,0.069,0.036383611,TMEM67
RCL1,2.06E-06,0.281203346,0.198,0.181,0.036632124,RCL1
CCL3L1,2.07E-06,0.547999606,0.026,0.019,0.036741497,CCL3L1
MBP,2.07E-06,0.240478746,0.316,0.304,0.036849748,MBP
ITPRIPL1,2.14E-06,-0.354042207,0.018,0.026,0.037934083,ITPRIPL1
PHF7,2.15E-06,0.301162594,0.033,0.024,0.038252664,PHF7
ANTKMT,2.15E-06,0.292157944,0.376,0.37,0.038256453,ANTKMT
SLC8A1,2.16E-06,0.284349802,0.164,0.147,0.0383958,SLC8A1
KLHDC8A,2.17E-06,-0.770829603,0.012,0.019,0.038528425,KLHDC8A
CORO7,2.18E-06,0.259276802,0.252,0.236,0.03879449,CORO7
FBXO6,2.24E-06,-0.364085875,0.044,0.056,0.039727189,FBXO6
EXOSC5,2.24E-06,0.414166366,0.215,0.201,0.039841289,EXOSC5
CPSF4L,2.25E-06,-0.363485995,0.015,0.023,0.039904991,CPSF4L
TATDN1,2.27E-06,0.380418145,0.277,0.267,0.040279127,TATDN1
PDZD4,2.27E-06,0.466851037,0.075,0.063,0.040294201,PDZD4
LRIT3,2.27E-06,0.593853658,0.016,0.01,0.040345102,LRIT3
OMA1,2.27E-06,0.315318781,0.139,0.122,0.0403842,OMA1
NPM2,2.29E-06,0.369372167,0.066,0.055,0.040626596,NPM2
TRAJ41,2.31E-06,-0.386774349,0.015,0.022,0.040977303,TRAJ41
MPP2,2.37E-06,0.738295368,0.039,0.03,0.042066131,MPP2
ZNF208,2.37E-06,0.421450842,0.035,0.026,0.042149945,ZNF208
NFATC1,2.49E-06,-0.36066718,0.168,0.186,0.04418068,NFATC1
MAP3K11,2.51E-06,0.20153656,0.501,0.507,0.044622378,MAP3K11
GGT2,2.51E-06,0.328390348,0.095,0.081,0.044631723,GGT2
CD80,2.53E-06,-0.338902867,0.039,0.05,0.045005546,CD80
SCML1,2.54E-06,0.278625033,0.187,0.17,0.045161782,SCML1
CETP,2.58E-06,-0.679105321,0.009,0.015,0.045919098,CETP
ZBTB39,2.61E-06,-0.212787412,0.039,0.051,0.046311369,ZBTB39
GALNTL6,2.64E-06,0.78875879,0.011,0.007,0.046848439,GALNTL6
OIT3,2.65E-06,0.675362029,0.011,0.006,0.047019953,OIT3
THAP6,2.68E-06,0.338443108,0.06,0.049,0.047562465,THAP6
TMEM131,2.69E-06,0.314349296,0.256,0.243,0.047827727,TMEM131
AFAP1L1,2.71E-06,-0.227875097,0.108,0.126,0.048130057,AFAP1L1
RNF125,2.74E-06,0.517280864,0.053,0.042,0.048691183,RNF125
ZC3H6,2.78E-06,0.508461069,0.078,0.066,0.049386059,ZC3H6
PAM16,2.79E-06,0.245446767,0.427,0.429,0.049581739,PAM16
TRO,2.85E-06,0.419933872,0.079,0.067,0.050544868,TRO
PKDCC,2.85E-06,-0.221389166,0.431,0.434,0.05064683,PKDCC
SAE1,2.87E-06,0.283606621,0.327,0.319,0.050916776,SAE1
SLC22A1,2.89E-06,-0.219935576,0.016,0.023,0.051373046,SLC22A1
ALMS1,2.91E-06,0.324153887,0.196,0.18,0.051666971,ALMS1
GPSM2,2.95E-06,0.65921425,0.089,0.077,0.052349946,GPSM2
RASAL3,2.95E-06,-0.322687467,0.063,0.076,0.052433903,RASAL3
RSPH9,2.97E-06,-0.508056118,0.014,0.022,0.052749257,RSPH9
PER2,2.99E-06,0.273525115,0.257,0.243,0.053155766,PER2
HLTF,3.03E-06,0.436530208,0.233,0.222,0.053832904,HLTF
CORO1A,3.04E-06,-0.2333531,0.338,0.364,0.053923175,CORO1A
EXOC6B,3.04E-06,0.247326207,0.288,0.275,0.053927259,EXOC6B
CASKIN2,3.16E-06,0.301269586,0.165,0.149,0.056140532,CASKIN2
CD300C,3.20E-06,-0.460985877,0.017,0.024,0.056840066,CD300C
ZNF787,3.42E-06,0.239069303,0.429,0.425,0.060793034,ZNF787
TCAIM,3.44E-06,0.306088759,0.129,0.114,0.061085451,TCAIM
PCDHGC5,3.50E-06,-0.366571725,0.027,0.036,0.062107701,PCDHGC5
HTR7,3.50E-06,-0.684357354,0.012,0.019,0.062217278,HTR7
CLPB,3.53E-06,0.353058485,0.23,0.215,0.062718167,CLPB
SLC25A26,3.61E-06,0.367782732,0.223,0.209,0.064167198,SLC25A26
TMPRSS6,3.62E-06,-0.470183829,0.009,0.015,0.064340414,TMPRSS6
ZNF74,3.66E-06,0.560100586,0.039,0.03,0.064986557,ZNF74
SULT1E1,3.68E-06,0.809013136,0.079,0.067,0.065307345,SULT1E1
S100A3,3.69E-06,-0.39667195,0.04,0.051,0.065515204,S100A3
KDM1A,3.69E-06,0.206951256,0.464,0.469,0.065537475,KDM1A
TEDC2,3.70E-06,-0.47896329,0.016,0.023,0.065709176,TEDC2
MDGA1,3.71E-06,0.729573175,0.033,0.025,0.065864801,MDGA1
DHCR7,3.72E-06,0.271805755,0.329,0.323,0.066153793,DHCR7
LHX1,3.75E-06,-1.279593667,0.008,0.014,0.066539109,LHX1
ZNF800,3.77E-06,0.239200641,0.374,0.368,0.066944254,ZNF800
SLX4,3.80E-06,0.568679499,0.1,0.087,0.067491029,SLX4
NLRC3,3.81E-06,-0.336639875,0.024,0.033,0.067761601,NLRC3
SOX10,3.88E-06,0.944616577,0.015,0.01,0.068887509,SOX10
POPDC3,3.96E-06,1.01060123,0.013,0.008,0.070294883,POPDC3
PLD1,4.01E-06,0.217033128,0.17,0.154,0.071252572,PLD1
NAALAD2,4.03E-06,0.391595364,0.029,0.021,0.071557002,NAALAD2
CDC25A,4.03E-06,-0.481420027,0.011,0.017,0.071650518,CDC25A
TGM5,4.04E-06,-0.752327151,0.007,0.012,0.071705548,TGM5
ABCD2,4.06E-06,-0.364426521,0.021,0.029,0.07208362,ABCD2
FAM193A,4.07E-06,0.220804835,0.315,0.305,0.072250814,FAM193A
CACNA2D2,4.10E-06,0.409692628,0.017,0.011,0.072764752,CACNA2D2
ZNF493,4.22E-06,0.268317718,0.176,0.16,0.07501985,ZNF493
ZNF420,4.25E-06,0.82667414,0.014,0.009,0.075509797,ZNF420
L1TD1,4.34E-06,-0.411143732,0.008,0.014,0.077027552,L1TD1
DRICH1,4.34E-06,0.538105673,0.023,0.016,0.077145438,DRICH1
MFSD14B,4.35E-06,0.211981273,0.46,0.459,0.077320802,MFSD14B
SEC61A2,4.36E-06,0.379157258,0.093,0.079,0.077391116,SEC61A2
CCDC7,4.45E-06,1.162744754,0.013,0.008,0.079021286,CCDC7
DLX4,4.45E-06,-0.282235907,0.006,0.011,0.079042283,DLX4
ACAP3,4.50E-06,0.252321379,0.303,0.291,0.079922387,ACAP3
GIMAP8,4.57E-06,-0.229660405,0.052,0.064,0.081200637,GIMAP8
EXOC5,4.62E-06,0.202462774,0.408,0.405,0.082007175,EXOC5
CHD1,4.62E-06,0.243557679,0.244,0.228,0.082131815,CHD1
ZBTB22,4.63E-06,0.433240305,0.141,0.126,0.082223749,ZBTB22
ABCC8,4.64E-06,-0.307801203,0.071,0.058,0.082463706,ABCC8
CREBL2,4.65E-06,0.200256493,0.457,0.46,0.082649082,CREBL2
ZNF579,4.66E-06,0.375804954,0.109,0.095,0.082732985,ZNF579
FZD6,4.73E-06,0.275913594,0.212,0.196,0.08393581,FZD6
TIMP4,4.81E-06,0.806461828,0.026,0.019,0.085487695,TIMP4
DXO,4.84E-06,0.313767546,0.153,0.138,0.085985606,DXO
ARNT2,4.87E-06,0.550935337,0.134,0.12,0.086477265,ARNT2
CASP9,4.87E-06,0.355278077,0.141,0.125,0.086501897,CASP9
ARMCX5-GPRASP2,4.88E-06,0.665492316,0.039,0.03,0.086619523,ARMCX5-GPRASP2
LRBA,4.88E-06,0.224120358,0.308,0.296,0.086775925,LRBA
CTU2,4.96E-06,0.306100029,0.148,0.133,0.088045406,CTU2
ABCB8,5.03E-06,0.334048632,0.198,0.183,0.089420605,ABCB8
SENP7,5.18E-06,0.501071932,0.088,0.076,0.091987905,SENP7
MEFV,5.33E-06,-0.415859759,0.018,0.026,0.094640616,MEFV
CHM,5.41E-06,0.365462436,0.228,0.216,0.09601534,CHM
TRIM61,5.48E-06,-0.496475836,0.019,0.027,0.097373243,TRIM61
PCDHGA11,5.54E-06,-0.201693091,0.05,0.062,0.098415125,PCDHGA11
MLH1,5.54E-06,0.478974023,0.091,0.078,0.098419318,MLH1
LRRC34,5.54E-06,-0.358426978,0.034,0.044,0.098490117,LRRC34
YDJC,5.55E-06,0.338892663,0.223,0.21,0.098524723,YDJC
CBLN4,5.55E-06,1.037963689,0.01,0.006,0.09861851,CBLN4
PIGK,5.57E-06,0.306150815,0.223,0.209,0.098902014,PIGK
CHD9,5.60E-06,0.221208792,0.404,0.4,0.09954935,CHD9
SNX22,5.64E-06,-0.438677559,0.009,0.014,0.100135846,SNX22
TSPAN12,5.69E-06,0.379673276,0.119,0.105,0.101136666,TSPAN12
APOOL,5.71E-06,0.366351545,0.211,0.198,0.101375173,APOOL
IQGAP2,5.76E-06,-0.372667088,0.061,0.074,0.102368317,IQGAP2
DEFB124,5.89E-06,1.02335892,0.011,0.007,0.104584708,DEFB124
LRP4,6.02E-06,0.573531996,0.036,0.028,0.106968508,LRP4
METTL4,6.03E-06,0.76499521,0.022,0.016,0.10713562,METTL4
GBE1,6.08E-06,0.530447756,0.148,0.135,0.107951621,GBE1
SPA17,6.18E-06,-0.208650877,0.08,0.095,0.109697435,SPA17
TMC8,6.20E-06,-0.20121197,0.118,0.135,0.110199581,TMC8
WNT3,6.25E-06,-0.228627925,0.014,0.021,0.110942845,WNT3
SWT1,6.31E-06,0.571788451,0.041,0.032,0.112010329,SWT1
CAMSAP3,6.33E-06,0.228417124,0.316,0.305,0.112464245,CAMSAP3
TRAJ25,6.35E-06,-0.346286889,0.024,0.033,0.112733943,TRAJ25
EPN2,6.38E-06,0.250806786,0.378,0.369,0.113290882,EPN2
HDHD2,6.45E-06,0.223393528,0.289,0.276,0.114601947,HDHD2
FMNL3,6.49E-06,0.267061923,0.208,0.192,0.115200903,FMNL3
PRELID2,6.57E-06,0.482212363,0.057,0.047,0.116643532,PRELID2
FAM228B,6.67E-06,0.366887574,0.077,0.065,0.118533167,FAM228B
HPGDS,6.79E-06,0.409122634,0.044,0.035,0.120667995,HPGDS
SLC2A13,6.81E-06,0.3706439,0.137,0.122,0.120912958,SLC2A13
APOBEC3A,6.82E-06,-1.076794974,0.006,0.011,0.121140673,APOBEC3A
DHRS12,6.83E-06,0.32163162,0.18,0.165,0.121273756,DHRS12
UFSP1,6.86E-06,0.446500796,0.05,0.04,0.121898334,UFSP1
ZSCAN23,6.95E-06,0.723992904,0.022,0.015,0.123437556,ZSCAN23
GPR171,7.09E-06,-0.261888978,0.041,0.052,0.125862683,GPR171
PNPLA7,7.11E-06,0.30905404,0.125,0.11,0.126361084,PNPLA7
CAMSAP2,7.14E-06,0.370814861,0.226,0.213,0.126904607,CAMSAP2
XYLB,7.15E-06,0.415943192,0.107,0.094,0.127086142,XYLB
PROCA1,7.18E-06,0.541395935,0.048,0.038,0.127459402,PROCA1
UBTD2,7.23E-06,0.286263629,0.224,0.207,0.128353681,UBTD2
SLC24A2,7.36E-06,-0.586682447,0.012,0.019,0.130668059,SLC24A2
CIART,7.39E-06,0.547956216,0.06,0.05,0.131237643,CIART
PDPK1,7.50E-06,0.348445116,0.268,0.258,0.133175448,PDPK1
CPAMD8,7.65E-06,0.538738115,0.011,0.006,0.135912546,CPAMD8
POLRMT,7.71E-06,-0.548483878,0.015,0.022,0.136925768,POLRMT
MROH8,7.72E-06,0.475474916,0.025,0.018,0.137112803,MROH8
TRBV7-3,7.73E-06,-0.455131741,0.01,0.016,0.137249036,TRBV7-3
GRID2IP,7.74E-06,0.584220072,0.071,0.06,0.137543542,GRID2IP
RXRB,7.92E-06,0.264423585,0.293,0.283,0.140685645,RXRB
KAZALD1,7.94E-06,0.481506489,0.071,0.06,0.141126489,KAZALD1
SELP,8.01E-06,-0.221083814,0.016,0.023,0.142309652,SELP
TRBV18,8.03E-06,-0.485766172,0.006,0.011,0.142677408,TRBV18
GPR27,8.09E-06,0.312601522,0.016,0.011,0.143695398,GPR27
TMEM71,8.16E-06,0.66851644,0.076,0.065,0.144890989,TMEM71
UNC5C,8.18E-06,0.561182836,0.033,0.025,0.145351729,UNC5C
DGKD,8.22E-06,0.352459956,0.231,0.218,0.145959567,DGKD
LSM3,8.22E-06,0.770787164,0.027,0.02,0.146017012,LSM3
